Year,State,Q01%,Q02%,Q03%,Q04%,Q08_Mean,Q09%,Q13%,Q14%,Q16%,Q17%,Q18%,Q19%,Q21%,Q22%,Q27%,Q32%,Q33%,Q35_Mean,Q36%,Q37%,Q38%,Q39%,Q40%,Q42%,Q43%,Q44%,Q45%,Q05%,Q07%,Q10%,Q11%,Q12%,Q15%,Q20%,Q34%,Q46%,Mortality_Rate,Deaths,Aqi,Percent!!Population 18 to 24 years!!Bachelor's degree or higher,Percent!!Population 18 to 24 years!!High school graduate (includes equivalency),Percent!!Population 18 to 24 years!!Less than high school graduate,Percent!!Population 18 to 24 years!!Some college or associate's degree,"Percent!!Population 25 years and over!!9th to 12th grade, no diploma",Percent!!Population 25 years and over!!Associate's degree,Percent!!Population 25 years and over!!Bachelor's degree,Percent!!Population 25 years and over!!Graduate or professional degree,Percent!!Population 25 years and over!!High school graduate (includes equivalency),Percent!!Population 25 years and over!!Less than 9th grade,"Percent!!Population 25 years and over!!Some college, no degree",Total!!Population 18 to 24 years!!Bachelor's degree or higher,Total!!Population 18 to 24 years!!High school graduate (includes equivalency),Total!!Population 18 to 24 years!!Less than high school graduate,Total!!Population 18 to 24 years!!Some college or associate's degree,"Total!!Population 25 years and over!!9th to 12th grade, no diploma",Total!!Population 25 years and over!!Associate's degree,Total!!Population 25 years and over!!Bachelor's degree,Total!!Population 25 years and over!!Graduate or professional degree,Total!!Population 25 years and over!!High school graduate (includes equivalency),Total!!Population 25 years and over!!Less than 9th grade,"Total!!Population 25 years and over!!Some college, no degree",Percent!!Population 25 years and over!!Bachelor's degree or higher,Percent!!Population 25 years and over!!High school graduate or higher,Total!!Population 25 years and over!!Bachelor's degree or higher,Total!!Population 25 years and over!!High school graduate or higher
2015,Tennessee,23.7,13.5,13.1,89.2,6.7,63.5,33.6,92.7,35.4,21.3,51.6,69.3,5.3,59.8,21.8,29.8,70.2,7.8,24.6,17.2,71.0,36.4,12.0,49.0,50.6,33.2,40.6,,,,,,,,,,43.4,3122,8.306249999999999,9.1,36.4,10.5,44,8.6,6.7,16.1,9.6,33.1,5.3,20.5,57852,230156,66248,278756,386520,300500,719980,431100,1482137,237285,915965,,,,
2015,Texas,27.8,18.5,8.6,86.9,4.9,59.5,34.7,90.8,31.8,12.7,56.9,,8.8,51.4,18.7,26.2,73.8,6.3,,,,,,43.2,37.5,33.5,40.5,,,,,,,,,,38.2,8903,9.518181818181818,7.9,32.2,16,43.9,8.7,6.9,18.7,9.7,25.3,8.9,21.8,220899,896395,445677,1224498,1511574,1204220,3266266,1689108,4425654,1559568,3816471,,,,
2015,Utah,30.0,16.1,9.2,83.4,4.4,65.6,29.5,88.2,24.3,7.7,49.3,,6.5,44.1,20.7,17.8,82.2,5.2,24.2,20.6,71.2,28.4,7.5,39.1,39.9,22.0,27.3,,,,,,,,,,40.7,906,6.800000000000001,6.8,31,12.7,49.5,5.6,9.2,21.1,10.7,24.2,2.9,26.3,23356,105883,43390,169008,97817,159609,368302,186410,421822,49949,458040,,,,
2015,Vermont,34.3,18.8,9.1,86.7,4.6,65.8,26.9,92.9,26.0,13.2,51.3,,8.0,45.3,22.2,17.8,82.2,6.0,,,,,,,42.3,22.6,28.9,,,,,,,,,,25.6,2248,7.866666666666667,14.5,26.4,8.4,50.8,5.5,8.6,22.3,14.6,29,2.8,17.1,9758,17715,5619,34136,24166,37916,97824,64248,127127,12303,75070,,,,
2015,Virginia,26.6,14.1,8.4,89.0,4.4,63.7,32.2,93.6,29.8,13.8,53.2,73.3,8.6,52.7,15.5,20.1,79.9,5.7,21.9,16.1,71.0,30.0,10.8,52.8,40.7,27.5,30.5,,,,,,,,,,35.1,298,8.129411764705882,11.9,30.5,10.2,47.4,6.6,7.5,21.3,15.7,24.6,4.5,19.8,98748,252719,84270,392124,373316,426955,1209217,892827,1399157,256445,1127401,,,,
2015,Washington,31.5,17.9,9.9,81.7,4.8,66.5,30.0,91.1,21.1,13.4,52.0,,10.0,47.4,21.8,20.1,79.9,5.8,,,,,,,43.1,22.7,29.3,,,,,,,,,,44.4,3490,7.545454545454546,10.4,31.4,13.8,44.4,5.2,9.6,21.7,12.5,23.1,3.9,24,69623,209996,92652,296796,256378,471400,1059707,611186,1127649,191853,1171141,,,,
2015,West Virginia,17.6,9.3,14.3,89.1,7.1,62.0,37.0,93.1,36.2,20.1,60.0,77.1,5.3,59.7,21.4,34.7,65.3,9.0,23.4,15.9,72.4,33.2,13.7,46.1,55.8,38.4,46.2,,,,,,,,,,27.5,2087,9.663636363636362,8,37.2,11.6,43.2,9.5,6.9,11.7,7.9,40.7,4.5,18.8,13103,61194,18997,71040,124065,90019,152256,102158,529290,58050,244509,,,,
2015,Wisconsin,32.8,13.3,8.3,86.7,4.8,66.2,33.5,91.5,25.3,14.0,44.1,,13.8,46.8,17.3,19.3,80.7,5.9,19.8,16.1,73.4,22.5,11.3,44.3,40.0,24.2,29.7,,,,,,,,,,30.0,738,7.515384615384614,11.1,31.4,11.1,46.3,5.6,10.5,18.9,9.4,31.2,3,21.3,62369,176145,62206,259581,219265,411400,742544,369914,1223628,116279,835967,,,,
2015,Wyoming,26.1,14.6,9.8,86.0,5.1,61.5,30.0,90.8,29.3,15.1,43.0,,8.4,47.6,19.1,20.3,79.7,6.7,25.8,14.8,70.4,27.3,8.6,35.2,41.0,20.3,30.1,,,,,,,,,,24.2,151,4.824999999999999,4.6,34.1,15.5,45.7,5.8,10.9,17.3,9,28.8,2,26.3,2684,19757,8953,26466,22652,42212,67108,34926,111830,7773,102246,,,,
2016,Alabama,,,12.8,,6.4,59.0,36.0,,36.3,18.0,47.5,64.1,7.6,,22.6,30.6,69.4,7.5,,,,,,,,,,12.7,62.9,33.1,28.4,72.2,70.2,69.4,65.4,43.8,25.8,111,7.961538461538462,7.1,32.1,13.7,47.1,10.1,8.2,15.4,9.4,30.6,4.8,21.5,32904,148705,63369,218092,333897,271030,506680,308842,1011236,157797,711231,,,,
2016,Alaska,,,9.5,,5.3,60.4,32.2,,23.7,15.2,43.6,65.2,12.4,,13.5,19.2,80.8,5.2,,,,,,48.2,,,,17.0,76.1,33.7,22.3,63.6,64.5,67.2,71.2,27.7,45.0,2507,8.125,7.4,39.3,14.0,39.4,4.7,8.5,19.0,10.6,28.0,2.2,27.1,5600,29718,10553,29776,22585,40819,90861,50716,133928,10392,129650,,,,
2016,Arizona,,,10.8,,5.7,63.8,29.9,,29.8,13.5,45.2,,8.8,,17.7,24.8,75.2,7.0,22.9,17.2,67.9,38.2,11.0,,,,,11.6,74.1,31.8,24.1,68.9,65.0,52.2,70.4,37.3,41.3,1475,7.542857142857143,7.7,33.0,15.5,43.8,7.5,8.4,18.1,10.8,23.9,5.7,25.5,51685,222145,104586,294824,349224,390843,835779,500115,1105497,265215,1179736,,,,
2016,Arkansas,,,14.6,,7.2,63.1,34.3,,39.2,18.7,48.3,,6.8,,23.2,33.4,66.6,8.1,25.6,13.9,71.5,32.4,10.2,,,,,14.1,62.8,35.3,21.5,65.9,65.3,50.6,68.3,44.2,35.8,3082,8.566666666666666,7.6,33.1,15.6,43.7,9.0,6.7,14.2,8.2,34.3,5.0,22.6,22041,96237,45197,126965,179465,133315,282608,163225,681969,100157,449709,,,,
2016,California,,,10.2,,5.0,61.9,27.0,,24.3,9.5,46.0,,9.8,,15.1,25.0,75.0,6.5,19.1,,75.9,29.8,9.7,,,,,10.8,80.3,32.8,31.0,69.4,72.8,71.3,66.5,33.0,36.1,15570,8.980000000000002,10.0,29.9,11.7,48.4,7.8,7.7,20.6,12.3,20.5,9.7,21.3,386675,1151620,450516,1863716,2062516,2031775,5426164,3234306,5390935,2556147,5602398,,,,
2016,Colorado,,,8.6,,4.3,68.7,24.3,,18.8,12.5,53.1,,9.7,,18.2,17.6,82.4,5.1,21.3,14.6,70.0,28.6,12.1,,,,,11.4,80.9,37.8,33.2,63.5,68.1,67.3,74.5,26.2,34.7,1835,6.13076923076923,11.6,32.1,12.7,43.6,5.1,8.6,24.9,14.9,22.0,3.4,21.0,62229,171428,67785,233085,192377,322529,934273,558608,822144,128209,787366,,,,
2016,Connecticut,,,8.2,,4.3,62.6,28.4,,25.3,12.0,49.9,68.8,9.5,,15.9,18.3,81.7,5.8,22.1,13.4,68.0,21.7,12.7,49.8,,,,9.4,79.1,35.9,29.5,77.2,74.7,66.3,69.4,28.7,20.3,1035,7.3,15.5,29.5,9.4,45.5,5.4,7.5,21.9,16.7,27.5,4.1,16.8,55285,105267,33601,162400,133422,186288,541369,412219,678776,100513,415150,,,,
2016,Delaware,,,9.6,,4.3,64.5,33.2,,31.2,16.2,51.7,71.8,10.2,,17.1,20.5,79.5,6.0,,,,,,48.0,,,,10.2,72.0,36.9,33.8,76.9,72.5,72.5,67.2,33.9,27.4,329,7.966666666666666,9.5,34.7,16.8,39.0,7.3,7.9,18.4,12.6,32.1,3.4,18.4,8070,29575,14346,33290,48247,52228,121717,83352,212474,22347,122182,,,,
2016,Florida,,,10.4,,5.1,58.1,28.8,,34.7,13.5,45.9,69.6,10.0,,14.8,24.1,75.9,7.1,,,,,,,,,,10.0,70.2,31.4,28.8,72.7,68.4,68.2,68.7,39.4,21.5,7155,6.776470588235293,9.0,30.6,15.5,45.0,7.4,9.7,18.2,10.4,28.9,5.2,20.1,157916,539541,272853,793318,1092451,1429121,2675907,1532549,4249733,762762,2961148,,,,
2016,Georgia,,,11.2,,5.1,59.3,34.8,,35.7,16.7,44.9,,8.0,,18.2,25.8,74.2,7.0,24.3,15.5,69.6,36.8,7.3,,,,,10.8,65.6,28.7,27.3,72.6,64.0,70.8,66.8,38.0,44.8,4021,8.999999999999998,9.2,32.7,16.2,41.8,8.7,7.6,18.7,11.7,27.8,4.9,20.5,93673,331738,164569,424386,588019,518208,1270275,796001,1884080,334607,1394205,,,,
2016,Hawaii,,,7.5,,4.3,58.1,22.3,,24.0,10.1,47.8,64.5,11.0,,12.1,19.3,80.7,5.5,,,,,,,,,,9.3,82.2,32.6,32.0,72.0,71.3,70.5,57.2,30.2,20.1,445,6.975,9.8,41.3,7.3,41.7,4.4,10.5,21.4,10.6,28.0,3.6,21.5,12664,53587,9438,54166,43580,104261,211850,104743,277743,36083,212677,,,,
2016,Idaho,,,9.3,,5.1,62.2,29.1,,25.4,12.0,44.0,60.1,9.2,,13.7,22.0,78.0,6.4,,,,,,38.5,,,,11.5,76.7,30.9,26.1,60.8,63.4,57.1,74.0,30.2,31.3,1415,7.762499999999999,6.1,36.1,12.0,45.8,6.4,9.6,18.7,8.9,27.9,3.2,25.3,9738,57516,19133,73031,69695,104375,203363,97047,302866,34434,275485,,,,
2016,Illinois,,,9.8,,5.3,58.7,34.7,,30.1,13.8,47.1,67.8,10.8,,15.1,24.7,75.3,5.7,,,,,,,,,,11.2,74.8,30.1,28.6,70.8,64.1,71.0,71.3,31.3,33.9,607,8.26875,13.8,28.8,12.0,45.3,6.2,7.9,20.9,13.0,26.0,5.0,21.0,167952,349801,145713,550135,536517,682989,1813840,1128445,2250392,429910,1823126,,,,
2016,Indiana,,,11.3,,5.5,61.3,34.8,,33.8,19.4,46.7,,9.9,,15.4,24.9,75.1,6.5,,,,,,43.7,,,,12.8,68.8,30.6,26.9,66.1,64.6,60.4,67.3,34.2,25.4,3877,8.569565217391304,9.8,30.6,15.9,43.6,7.9,8.5,16.3,9.3,33.7,3.8,20.5,65037,203163,105641,289103,346757,374136,716293,408553,1481882,164742,900213,,,,
2016,Iowa,,,8.0,,4.2,66.0,34.8,,28.1,14.2,57.2,70.7,11.5,,13.5,18.9,81.1,5.3,,,,,,,,,,10.3,74.8,41.7,39.0,69.8,68.8,69.1,76.0,31.7,34.9,2678,7.464285714285714,10.8,27.3,11.2,50.7,5.1,11.2,19.1,9.3,31.1,3.2,21.0,34540,87694,35865,162607,105856,234055,398242,194920,649532,66242,438173,,,,
2016,Kansas,,,8.2,,4.3,65.0,33.2,,28.3,14.7,46.8,,8.1,,15.7,20.6,79.4,5.7,,,,,,43.6,,,,11.3,76.0,32.3,28.8,67.6,67.7,68.0,72.2,33.6,23.1,855,6.885714285714286,10.3,28.7,12.5,48.5,5.8,8.3,20.7,12.2,26.2,3.6,23.2,31021,86112,37611,145690,110352,157030,390861,230565,496294,68491,438343,,,,
2016,Kentucky,,,12.5,,7.0,62.1,35.1,,38.6,20.3,48.9,67.8,7.3,,23.2,32.2,67.8,7.9,,,,,,44.9,,,,13.1,59.0,35.1,30.3,70.8,70.9,68.2,64.2,48.5,35.1,1728,8.331249999999999,8.7,33.6,13.4,44.3,8.6,8.6,14.0,9.5,32.3,5.7,21.4,37134,144325,57422,190127,257735,256369,419081,283260,968299,170725,640040,,,,
2016,Louisiana,,,11.9,,6.1,59.7,36.7,,35.2,18.9,42.2,67.3,10.2,,20.2,30.8,69.2,6.8,,,,,,,,,,12.9,65.5,26.3,24.3,70.4,64.9,65.6,65.9,41.4,45.0,2195,8.207692307692309,7.4,35.5,17.5,39.7,10.4,6.0,15.2,8.2,34.0,5.2,21.0,33277,159445,78458,178185,325509,187288,473299,254607,1059273,160929,654115,,,,
2016,Maine,,,9.5,,5.0,66.7,31.9,,24.8,14.9,52.2,,9.1,,18.5,19.5,80.5,6.0,,,,,,54.7,,,,11.8,69.9,41.2,34.5,74.7,75.6,64.3,70.0,29.3,18.6,1708,6.385714285714286,10.9,32.1,11.6,45.4,5.0,9.8,18.8,11.3,32.9,2.7,19.4,12028,35260,12784,49887,48498,94984,181434,109704,318369,25640,187940,,,,
2016,Maryland,,,8.6,,4.2,64.7,32.8,,27.3,12.4,53.2,,8.2,,15.3,18.5,81.5,5.1,,,,,,,,,,10.0,76.4,35.1,29.4,72.2,70.1,66.0,66.8,29.2,17.4,1178,7.783333333333332,14.2,29.4,11.7,44.7,5.8,6.5,20.9,18.5,25.4,4.0,18.9,77668,161256,63879,244984,240623,268485,860491,760638,1046470,166606,779195,,,,
2016,Massachusetts,,,10.8,,4.6,67.3,26.6,,23.8,12.9,50.4,,9.1,,17.3,18.2,81.8,5.2,,,,,,53.9,,,,11.3,74.6,36.2,33.1,74.2,75.3,73.1,68.2,31.9,29.6,577,6.133333333333333,17.6,27.1,10.9,44.4,5.1,7.7,23.8,19.0,24.5,4.5,15.5,124139,190893,77062,313223,240370,363356,1124295,896051,1156496,212315,734632,,,,
2016,Michigan,,,10.3,,5.5,61.0,34.1,,28.3,16.7,45.7,,11.5,,20.4,22.6,77.4,6.7,,,,,,,,,,12.7,72.7,31.5,30.2,73.2,69.9,71.6,66.9,37.3,33.6,4249,7.505882352941177,9.8,29.2,13.4,47.6,6.6,9.3,17.2,11.1,29.3,3.0,23.6,95676,285514,130791,464734,444504,626128,1162737,747093,1978343,203405,1598192,,,,
2016,Minnesota,,,7.0,,3.9,66.1,31.1,,21.9,12.9,53.4,,13.1,,15.7,16.9,83.1,5.1,23.7,18.3,65.0,19.7,9.7,,,,,9.5,80.5,37.8,38.2,75.2,73.3,69.3,73.1,30.4,31.8,2219,5.635294117647058,13.4,27.2,11.9,47.5,4.1,11.5,23.1,11.7,25.2,3.0,21.4,67945,137660,60040,240401,152230,429762,860125,436859,937937,111658,796712,,,,
2016,Mississippi,,,12.4,,6.5,53.1,36.6,,37.7,19.6,48.0,64.6,6.5,,20.1,34.0,66.0,7.5,,,,,,,,,,13.1,54.7,32.1,25.8,66.0,61.3,68.7,67.9,49.5,30.0,2302,8.085714285714285,5.4,30.5,15.2,48.9,11.0,9.1,13.5,8.2,30.8,4.8,22.4,16622,94095,46877,150957,216010,177695,264865,161398,603335,94724,438995,,,,
2016,Missouri,,,10.4,,5.5,64.4,35.6,,29.2,18.2,53.1,,10.2,,20.9,24.2,75.8,7.2,19.2,14.2,77.1,34.9,10.4,51.6,,,,12.2,67.3,36.7,33.7,70.4,66.1,63.4,70.5,38.2,45.8,1485,7.833333333333333,9.8,30.8,13.4,46.0,7.1,7.9,17.7,10.8,30.7,3.3,22.5,57057,179241,78214,267410,292624,325244,729511,443139,1265386,137315,927795,,,,
2016,Montana,,,9.3,,5.2,65.2,27.3,,24.9,15.6,47.6,,11.0,,19.1,22.9,77.1,6.6,18.2,13.8,67.2,31.3,6.5,47.6,,,,12.0,72.7,34.6,29.0,68.9,61.8,65.7,74.3,38.3,22.6,314,6.625,8.4,35.5,11.1,45.0,5.3,9.3,20.9,10.1,29.0,1.9,23.6,8526,35947,11207,45550,37785,66134,148944,71662,206415,13453,168223,,,,
2016,Nebraska,,,7.6,,4.3,65.8,34.8,,28.6,13.9,54.2,66.6,10.8,,16.9,19.4,80.6,5.5,,,,,,,,,,10.6,77.4,37.3,33.3,66.9,65.4,64.8,74.6,32.3,37.2,4153,6.9,10.1,28.8,10.4,50.8,5.0,10.4,21.1,10.4,26.4,4.1,22.6,19093,54416,19623,96079,61935,129795,261931,129041,328348,51410,281360,,,,
2016,Nevada,,,12.3,,5.8,55.9,28.5,,29.5,16.2,41.4,66.1,8.8,,17.2,26.5,73.5,6.7,19.7,13.7,73.5,32.4,7.2,,,,,9.2,70.7,26.7,22.6,65.9,62.6,59.0,61.9,39.6,35.3,361,7.300000000000001,5.4,36.6,17.0,41.0,7.8,7.8,15.3,8.1,29.1,6.1,25.7,13536,92228,42936,103246,157641,156342,308547,163228,585057,122892,516903,,,,
2016,New Hampshire,,,8.5,,4.4,69.9,28.5,,24.4,11.7,51.1,,9.7,,18.1,17.1,82.9,6.0,,,,,,46.7,,,,10.9,76.8,40.0,30.2,75.5,75.0,57.5,70.9,29.5,26.2,634,5.08,15.5,31.7,10.4,42.4,5.0,10.3,22.5,14.1,27.0,2.2,18.9,19792,40329,13260,53987,47275,97488,213461,133217,256245,20623,179277,,,,
2016,New Jersey,,,10.3,,5.1,57.3,30.7,,34.0,13.8,48.7,,8.1,,13.2,24.3,75.7,6.4,20.4,14.1,71.3,33.8,11.7,49.7,,,,10.8,74.2,33.2,28.6,72.0,65.8,73.1,61.6,34.9,24.8,430,8.399999999999999,16.3,28.6,11.4,43.7,5.6,6.5,23.7,14.9,27.6,5.1,16.6,128796,225405,89644,345013,343494,400332,1460518,919284,1706073,317182,1024289,,,,
2016,New Mexico,,,11.8,,6.3,62.2,27.3,,25.4,13.2,48.1,66.3,7.7,,18.9,29.2,70.8,7.1,,,,,,44.3,,,,13.9,71.7,31.7,25.0,63.8,59.4,63.2,70.3,39.5,21.1,2435,7.733333333333332,6.2,30.0,17.1,46.7,8.5,8.4,15.5,11.7,26.6,6.1,23.2,12497,60024,34213,93386,118426,116674,215691,162542,370508,84515,323025,,,,
2016,New York,,,9.4,,5.1,59.8,28.4,,29.7,12.1,49.4,69.5,10.0,,11.8,23.8,76.2,5.5,20.0,16.4,72.5,35.4,15.8,46.6,,,,11.5,73.6,31.8,32.0,69.2,68.9,73.8,64.0,32.4,23.5,583,6.507142857142857,16.3,26.3,11.7,45.8,7.3,8.7,20.1,15.5,26.2,6.3,15.8,310771,502339,224093,875108,1002316,1191816,2749619,2118193,3574814,865976,2150858,,,,
2016,North Carolina,,,10.8,,5.2,63.8,32.9,,28.5,15.4,54.1,,7.6,,19.6,24.9,75.1,7.2,,,,,,46.2,,,,11.5,66.2,40.0,34.8,73.0,73.1,72.5,68.3,36.0,24.6,686,8.375,10.3,31.9,14.0,43.9,8.1,9.5,19.6,10.8,25.8,4.6,21.6,99895,309990,135878,426946,553627,654866,1345615,745490,1775886,319570,1482131,,,,
2016,North Dakota,,,6.0,,4.0,63.9,35.1,,29.9,16.0,49.6,,12.9,,13.0,20.4,79.6,4.9,16.8,11.9,67.3,22.0,13.1,,,,,10.3,73.9,32.9,33.1,70.3,65.2,63.2,75.0,28.2,13.1,3349,3.1444444444444444,12.2,31.3,7.0,49.5,4.8,13.6,21.7,7.8,27.1,2.8,22.1,10822,27642,6189,43690,23917,67554,107578,38745,134178,13827,109216,,,,
2016,Ohio,,,10.6,,5.1,64.6,33.6,,33.2,18.8,48.1,,8.9,,15.7,23.8,76.2,6.4,21.5,13.5,75.4,34.2,15.7,,,,,10.0,68.4,33.4,31.1,70.8,66.7,69.8,65.2,35.3,33.4,5031,8.582608695652175,10.1,33.8,13.7,42.4,7.2,8.6,17.2,10.3,33.3,2.8,20.6,109078,366241,148155,459867,568107,682507,1362205,817476,2639028,222209,1630529,,,,
2016,Oklahoma,,,12.6,,6.1,65.5,33.6,,36.7,15.8,54.3,64.1,6.3,,21.2,26.8,73.2,7.7,,,,,,,,,,11.9,66.7,35.4,30.7,67.2,60.1,63.8,68.9,44.0,36.1,1590,7.662500000000001,6.7,34.9,16.0,42.5,8.2,7.9,16.8,8.4,31.2,4.0,23.5,26015,136011,62371,165572,209774,203590,432922,215743,802529,103252,603826,,,,
2016,Oregon,,,9.8,,4.8,67.3,30.1,,21.1,13.6,43.4,66.4,9.3,,21.8,19.3,80.7,5.9,24.2,15.2,73.2,29.3,11.3,44.3,,,,12.0,76.0,31.4,28.6,64.3,70.3,62.2,72.6,32.2,34.8,1786,6.644444444444445,10.0,30.8,12.7,46.5,6.0,8.6,20.0,12.7,22.9,3.7,26.1,36774,113029,46586,170878,171461,244515,572508,362022,655893,106021,745532,,,,
2016,Pennsylvania,,,10.2,,5.2,64.0,32.9,,29.3,15.0,53.7,,12.2,,16.9,22.5,77.5,5.9,,,,,,,,,,12.6,70.2,39.1,34.2,69.7,69.1,66.8,65.9,32.8,21.7,4185,9.440740740740738,12.2,33.7,12.1,42.1,6.6,8.2,18.8,12.0,35.1,3.2,16.0,144614,400098,143157,499538,591181,730217,1676971,1070766,3132444,289165,1431231,,,,
2016,Rhode Island,,,10.8,,4.9,66.6,29.9,,30.1,13.4,53.3,,8.7,,20.7,19.9,80.1,6.0,,,,,,,,,,11.2,75.9,40.4,28.2,78.5,73.2,62.8,65.6,30.8,26.7,422,6.3,13.6,29.9,11.1,45.4,6.2,8.2,20.6,13.5,27.8,5.2,18.4,15493,33953,12621,51674,45778,60183,151195,99070,204045,38405,135369,,,,
2016,South Carolina,,,13.2,,6.1,60.2,33.0,,33.5,17.0,50.3,69.5,9.8,,22.2,27.7,72.3,7.5,,,,,,,,,,13.0,65.0,33.9,29.9,70.4,70.2,68.4,66.9,40.8,45.3,2481,8.366666666666667,9.0,32.9,13.6,44.5,9.0,9.4,17.4,9.8,29.0,4.4,21.0,42697,155741,64084,210157,304737,317549,591086,331420,981669,148917,713098,,,,
2016,South Dakota,,,6.6,,4.4,63.3,30.9,,26.0,15.5,54.9,66.4,10.3,,14.4,18.7,81.3,5.5,15.5,12.6,70.0,33.2,9.9,,,,,8.9,72.2,37.8,36.8,74.5,66.7,65.8,77.6,31.7,37.1,449,4.766666666666667,9.8,29.1,14.2,47.0,5.6,11.5,19.6,9.2,29.0,3.2,21.8,8361,24915,12127,40256,31736,65093,111002,52259,163910,18275,123619,,,,
2016,Tennessee,,,12.5,,6.5,62.3,34.5,,36.5,20.4,46.6,,6.1,,21.8,29.9,70.1,7.4,29.4,18.9,74.8,35.9,11.4,48.3,,,,12.5,64.3,32.0,28.4,69.4,67.7,66.4,68.5,42.0,44.2,3250,8.0,9.9,35.5,11.6,42.9,8.3,7.3,16.7,9.4,32.4,4.8,21.2,61441,220641,72269,266393,374024,328595,756055,426800,1465937,216289,959498,,,,
2016,Texas,,,9.9,,5.3,58.4,35.4,,32.4,13.8,45.8,,9.3,,13.3,27.8,72.2,6.2,21.9,20.8,78.4,36.2,11.7,,,,,10.7,76.5,28.8,25.4,64.5,60.9,67.8,70.7,37.6,37.8,9135,8.938461538461539,8.9,32.4,15.1,43.7,8.5,7.1,18.9,10.0,25.2,8.6,21.8,247857,905685,421608,1220472,1506376,1259574,3362678,1773009,4474711,1529632,3869300,,,,
2016,Utah,,,8.7,,4.6,64.8,30.4,,21.8,7.2,47.1,,5.7,,20.5,16.6,83.4,5.1,24.5,18.5,68.2,33.5,9.3,43.5,,,,10.8,81.1,34.9,27.8,69.3,71.3,63.7,71.4,31.0,39.3,904,7.619999999999999,6.6,30.6,12.2,50.6,5.4,10.0,21.4,11.2,22.7,2.9,26.5,22777,106080,42271,174998,95408,178193,381130,199805,404605,51995,472108,,,,
2016,Vermont,,,10.2,,4.9,68.4,28.7,,24.6,12.2,49.5,,9.7,,19.9,17.2,82.8,6.4,,,,,,43.0,,,,12.3,73.5,34.8,27.6,72.0,72.5,57.2,72.7,29.5,26.8,2408,5.633333333333333,11.6,31.6,9.4,47.4,5.3,9.2,21.1,15.2,29.3,2.5,17.3,7695,20940,6238,31474,23483,40499,92871,66984,128767,11087,75872,,,,
2016,Virginia,,,8.5,,4.8,64.8,32.0,,27.8,14.1,51.2,72.0,8.0,,15.6,21.7,78.3,6.1,,,,,,,,,,9.7,72.7,35.4,33.7,73.4,70.4,73.3,67.4,31.9,35.8,310,7.158823529411764,12.9,30.6,10.7,45.8,6.4,7.7,21.7,16.4,24.0,4.3,19.5,106371,251929,87711,377064,366738,438669,1241751,936934,1372836,247576,1116669,,,,
2016,Washington,,,9.2,,4.8,67.9,30.5,,20.5,11.4,49.0,,9.6,,20.7,19.1,80.9,6.0,,,,,,45.8,,,,12.6,79.4,35.5,27.2,70.0,70.4,51.7,70.7,31.7,40.7,3269,6.463636363636363,12.0,30.5,15.2,42.4,5.3,9.8,22.0,13.2,22.3,3.8,23.6,79220,201749,100490,280925,266656,491450,1098509,657201,1111786,192181,1178772,,,,
2016,West Virginia,,,14.5,,7.3,63.3,39.2,,34.9,19.8,57.2,73.0,5.6,,23.5,34.8,65.2,8.4,,,,,,,,,,12.2,52.8,40.5,34.6,72.2,67.5,67.3,62.8,52.7,29.6,2256,8.24,8.1,34.9,12.5,44.5,9.6,7.4,12.6,8.2,39.7,4.4,18.1,13147,56707,20307,72301,123866,95794,162243,106514,512228,57435,233677,,,,
2016,Wisconsin,,,10.0,,5.1,67.0,34.9,,24.3,14.7,42.4,70.5,15.4,,15.7,19.9,80.1,6.0,,,,,,,,,,10.8,75.4,31.5,30.1,69.9,73.7,68.7,70.9,29.7,31.7,786,6.564285714285714,11.5,31.6,10.7,46.1,5.4,10.7,19.3,10.2,31.1,2.7,20.7,64616,177350,60137,258286,210940,420412,758503,401672,1222607,106804,812391,,,,
2016,Wyoming,,,10.3,,4.6,60.3,29.1,,28.0,14.1,46.5,,9.1,,13.4,20.6,79.4,6.1,,,,,,,,,,11.2,73.8,31.2,26.5,61.5,61.4,59.8,71.6,33.6,21.2,138,4.538461538461538,6.7,32.4,15.9,45.0,5.4,11.7,17.4,9.7,29.3,1.5,25.1,3583,17450,8584,24230,20940,45601,67845,38072,114624,5751,97961,,,,
2017,Alabama,24.1,11.1,13.3,90.6,6.9,63.9,36.7,94.8,38.9,16.7,51.4,66.2,6.9,61.8,23.3,33.0,67.0,8.3,,,,,,,51.4,37.5,44.3,,,,,,,,,46.4,22.1,98,8.35,6.6,34.2,13.5,45.6,9.4,8.4,16.0,9.6,31.1,4.2,21.4,31207,161311,63810,214751,309557,278878,528019,316685,1029982,137386,709100,,,,
2017,Alaska,35.5,18.8,7.3,77.3,4.9,60.5,35.4,90.6,25.9,17.7,40.3,66.9,13.0,49.6,16.2,20.0,80.0,5.6,23.1,18.5,71.7,31.0,7.9,,39.0,21.8,31.0,,,,,,,,,28.3,45.2,2563,7.275,6.5,38.2,14.3,41.0,5.4,8.9,18.0,10.8,27.6,3.0,26.4,4779,27892,10416,29966,25790,42724,86444,52240,133132,14246,126985,,,,
